x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,dx0,dy0,dz0,dx1,dy1,dz1,dx2,dy2,dz2,dx3,dy3,dz3,dx4,dy4,dz4,dx5,dy5,dz5,dx6,dy6,dz6,dx7,dy7,dz7,dx8,dy8,dz8,dx9,dy9,dz9,dx10,dy10,dz10,dx11,dy11,dz11,dx12,dy12,dz12,dx13,dy13,dz13,dx14,dy14,dz14,dx15,dy15,dz15,dx16,dy16,dz16,dx17,dy17,dz17,dx18,dy18,dz18,dx19,dy19,dz19,dx20,dy20,dz20,label
0.0,0.0,0.0,-0.31240621786813055,-0.1354456470692996,-0.19232033269412357,-0.5675349035847785,-0.4212174314091852,-0.32480852548486183,-0.7189858184858209,-0.7111106662035442,-0.4421156807243341,-0.8718192084750417,-0.945535548544634,-0.5484990612373882,-0.3662400370434731,-0.8505249908312934,-0.2509393484366552,-0.43706753392818803,-0.9545681178568528,-0.5114169011875328,-0.5093742278911815,-0.9956084886420243,-0.6925260507375304,-0.5924960125069118,-1.0113642615876433,-0.7914500468162112,-0.12402561676116695,-0.9579945712552542,-0.25858083423268985,-0.18561360028770696,-0.9833688847216662,-0.5394113381755142,-0.29823217414577236,-0.932756796428577,-0.6714329669848558,-0.408550951991884,-0.867628377935797,-0.7115624678270405,0.0972090177886701,-0.9262812079253092,-0.2870764611618631,-0.016694967393657226,-0.5686948839183454,-0.565715020092737,-0.1036907582206368,-0.15490864060366327,-0.5732960332840955,-0.16643940562837684,0.118576716802989,-0.5053848923764949,0.27609924355606863,-0.7764656807367353,-0.3353149089377477,0.1582224795294924,-0.3938017029361749,-0.5301695605658043,0.05189972114715903,-0.09114458318678151,-0.525497640657957,-0.019421980676370767,0.09424994008447986,-0.4696465015300871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
0.0,0.0,0.0,-0.2918345290855026,-0.13794506437050724,-0.17199055513752823,-0.5454142614695822,-0.45464367395464494,-0.2799794920788819,-0.6987820273303447,-0.7338895862929388,-0.37638010757975876,-0.8500312480040585,-0.9578167044285756,-0.46531363668533987,-0.3601971314764096,-0.8598603084159684,-0.1972225465413936,-0.4411042351444684,-0.9902168435204836,-0.41897259129533265,-0.5416026180150486,-1.0385836077959614,-0.5757364546062199,-0.6600917574661634,-1.086901243479785,-0.663257536701742,-0.13790763306258022,-0.9696921210765319,-0.20168955120475,-0.2528949399738789,-1.058554547407457,-0.43721550789221486,-0.3971739163786097,-1.0348154113952717,-0.5470668299509948,-0.5238755516305358,-1.0231585668489607,-0.5815814201806467,0.07997867354822592,-0.9614896515189153,-0.2273969223080893,-0.04364791291587349,-0.7322756953466922,-0.4793190451479919,-0.11924411556367868,-0.3085225424669339,-0.48700390990068004,-0.16348524786857427,-0.02794447661616562,-0.4273264571251898,0.26759842561896474,-0.8368711353947497,-0.27029879917824756,0.13874983749093836,-0.5051946553100968,-0.4562702995317911,0.045966314550603814,-0.1934252810885996,-0.4607005204154268,0.005614696189054255,-0.005227683201737301,-0.4163808074294924,0.0,0.0,0.0,-0.003161755341135941,0.009943023916884008,-0.0027453664325276794,-0.010093968422677735,0.006973830115801938,-0.00592228781227333,-0.013545241669848718,0.0159936149655846,-0.008875966742075303,-0.00588008245268945,0.00786425931354584,-0.011886684035608108,-0.0013038179256792959,-0.00342639700860059,-0.015390218408507073,-0.010365066328749672,-0.030510766702523617,-0.020325764671877133,-0.03283833796355262,-0.011565179320514263,-0.019700331333135646,-0.05147143200298421,0.01795038871204535,-0.015229713238684162,0.002486258900356614,0.002112935609158595,-0.012257539919378557,-0.006774127889071807,0.03545821455048159,-0.014411096881534191,-0.01447443350863542,0.053844543077995244,-0.012039844671199673,-0.015191025353333387,0.06736496748363319,-0.00965028661400158,0.006633447326518008,0.0023835600058846884,-0.009755689516893956,0.0008872592644534119,0.022590455268216125,-0.013594143579036655,0.004290160820985947,0.019888546241393135,-0.023212497358830964,0.009552528527515092,0.022471207188742043,-0.030535484214176456,0.011513376358352145,-0.0008166394711445202,-0.006616771717177061,0.008716293116131868,0.008179060588175857,-0.015801299821986414,0.003614401941563962,0.013071529775401325,-0.02595289862743272,-0.00010664019433221771,0.019462756089986863,-0.03208131095563688,neutral
0.0,0.0,0.0,-0.27380877938439535,-0.12164288524292269,-0.17393616973737003,-0.547717751207731,-0.375779290991132,-0.3036473020359667,-0.7368069609722538,-0.6336183563578521,-0.4222590443214527,-0.8809866256057254,-0.8729019192827383,-0.529213872421878,-0.33837216941292464,-0.873912421791914,-0.2215713373675183,-0.4694190757998124,-0.8820324699683628,-0.47866713010126904,-0.5573962721844093,-0.8097981821146618,-0.6598108564267092,-0.641903104433929,-0.698221205737334,-0.7565458413022258,-0.10342192947220799,-0.966276640190455,-0.235824848407651,-0.21603171147011938,-0.9476916290166043,-0.5273893921275098,-0.3781513126705654,-0.7804081712756358,-0.6608837647572282,-0.509265128391677,-0.5562886653594113,-0.6968076007550102,0.10595487667856951,-0.9308670195824229,-0.27005725074873305,-0.012872669655087902,-0.6228802660269007,-0.5417904253824265,-0.10416410839490645,-0.1886338831670098,-0.5396691421439371,-0.155518909598065,0.12132309293781175,-0.46709859199516224,0.2795043077884044,-0.7937399419009366,-0.32248648289867027,0.16107512933697207,-0.4223094145095643,-0.5145094310706154,0.061923044762618715,-0.10256686249330621,-0.5078532819239066,0.011881725258993066,0.09318754633428532,-0.45015195880722,0.0,0.0,0.0,0.01088885806827189,0.00755861080776199,-0.027350366538629406,-0.005729637099211038,0.01693568043699273,-0.05364484182658252,-0.03460734898725881,0.008977056578002851,-0.07652678699375881,-0.03879090506624172,0.00791322325542776,-0.09470524651307821,0.02511534205537297,-0.00993339048981412,-0.05686685474856515,0.024615946238544573,-0.01786034652433488,-0.09630658928689034,0.011984760933441696,0.007759577282655861,-0.11686000274901132,-0.003629245988428398,0.0642602494175295,-0.12812559107748178,0.03406994291569801,0.00817577101929301,-0.058234073549338794,0.027711844449645057,-0.014681991373060588,-0.1273505287899206,0.002503183189520586,0.04615867792028194,-0.15651937824438444,-0.014275906591922849,0.1556579597384472,-0.16290694761710756,0.026298903261323836,0.024232789663353294,-0.059678796762706016,0.01562216626023706,0.012596571597704331,-0.10312646817148852,-0.005604977330320685,0.04686665863902509,-0.09274490679200031,-0.025567566876153885,0.07659427531305038,-0.07429025104253079,0.015469516748194745,0.026319072823723033,-0.06345677875169908,0.006797157571372364,0.023088247250699467,-0.08894237067150385,-0.0024269815621412866,0.042917964716467166,-0.08226610085991998,-0.019891371412427,0.053587428225399136,-0.07004629867682693,neutral
0.0,0.0,0.0,-0.29202695042301074,-0.1420029197477731,-0.15599867850765473,-0.5390570532609097,-0.47267870329468414,-0.24460198894943697,-0.6979981700204032,-0.7666167964935565,-0.32356026523722203,-0.8704920115249508,-0.979069233747276,-0.39498308908908747,-0.3981309290530445,-0.8466071288210261,-0.17216911902961474,-0.4650232965128487,-1.0361881579151428,-0.3580054053954797,-0.5398572003869482,-1.1340121544886996,-0.4869216192226635,-0.6248316061584126,-1.2470944793087306,-0.5660011619892944,-0.17155181471460304,-0.9681847948055156,-0.18217622780024936,-0.2689909753978751,-1.1015369491269378,-0.391351570734627,-0.38246660148193207,-1.1336926712836988,-0.49134117921871223,-0.4871395933347172,-1.1856995255566005,-0.5274558603862516,0.052889623446656535,-0.9707399832156239,-0.2102036834714037,-0.037004857543317705,-0.7541574594209435,-0.4481186739698008,-0.11025268899322586,-0.32106724573545653,-0.4481088541362607,-0.16037244215169175,-0.039696169163188036,-0.3866482090838974,0.2447092359729529,-0.860156128801634,-0.2542601973413192,0.13801098810627194,-0.5105114743899122,-0.4365189532737596,0.059447917791604764,-0.19359023009805051,-0.4397266526918562,0.025051072590541873,9.142603640727086e-06,-0.3971013372335328,0.0,0.0,0.0,-0.0018683163173798811,-0.023431492720975736,0.010860085161086774,0.014812679023077147,-0.05765433169722267,0.030764964845012455,0.014829127799277253,-0.07555933977264961,0.05024989756520398,0.003179800031799629,-0.06721395610985748,0.06869802532189123,-0.032763354519067756,0.01327368711426058,0.008395037049855725,-0.008447061279232948,-0.07242835535853731,0.05045183475338377,0.04008953736851939,-0.14723608941804922,0.08449290638313345,0.08265023504945701,-0.2615113743625427,0.09517163462705347,-0.03327132804417035,0.0037270140130948315,0.008259963311433305,-0.028222504370751855,-0.06430468938967149,0.05327895733704113,0.025651176565195666,-0.17183595618607228,0.07247751407262115,0.06191391549301245,-0.30476269443692405,0.06759893699824271,-0.026245863862600576,-0.010742645087636005,0.01144288979163563,0.009779487901428824,-0.06948341531641777,0.027414371508590107,0.007121406860174956,-0.0653924891396197,0.029858613422496516,-0.008461679966754898,-0.07055476593398695,0.023473181858655934,-0.022204832370462224,-0.027284024229847548,0.016265987875935584,0.005077302985783599,-0.03488923401250332,0.01666180883539542,0.01307108860132513,-0.03488181435159782,0.010541057478654026,0.011999120473466003,-0.03541619159964117,-2.471139490417551e-05,neutral
0.0,0.0,0.0,-0.26604774122164754,-0.14907102167338557,-0.13548654895833323,-0.5097554156699912,-0.4200784590973262,-0.24037636632304907,-0.6718333029416317,-0.6641579861453594,-0.34026878091740115,-0.8142495255431833,-0.9025198225497306,-0.43488661675450635,-0.31422608059214396,-0.9043501747562452,-0.1583156172694716,-0.4544341168443329,-0.9166010397608508,-0.37452653243368084,-0.5342584749110154,-0.8243383950039284,-0.5362085163175152,-0.599313738303345,-0.7043861900422438,-0.6203864408797582,-0.09479150828117376,-0.979992603385222,-0.17501162038000595,-0.23130328316933546,-0.9599358245587158,-0.39297340384216123,-0.36922936070653967,-0.7756815321807483,-0.4890512762103753,-0.4731570115464836,-0.5637923442563287,-0.5114486661056152,0.1144076467616671,-0.9330099080305279,-0.21145049591670528,-0.01220733266272951,-0.6664844741260799,-0.4303677685906968,-0.10508308559340278,-0.2631051542955969,-0.4292869369727431,-0.15445706897970163,0.03705798602285577,-0.37009358587578706,0.29300389777358143,-0.782922854790073,-0.2622517419622235,0.16206093956602466,-0.47891358222067615,-0.4169325580406994,0.05635544117617999,-0.17909271909407354,-0.40537933204545323,0.012946053242809752,0.021315229045473224,-0.35295530164872074,0.0,0.0,0.0,0.02709342073668336,-0.007608368454068454,0.016150747444256458,0.02915742446036118,0.06472431430799092,0.01052940240302394,0.02192788746570762,0.11394264260727838,0.0019929736498779382,0.05042298997095529,0.10257591211327433,-0.007733689297170776,0.050888886239092934,-0.025572487020863677,0.017897711960954604,-0.03394342962290975,0.178621411594444,0.008224270672493261,-0.03743181873600315,0.3205311287023621,-0.006429590995340906,-0.01783633241418059,0.4738941345232349,-0.008470086294644519,0.048250185381273805,-0.008438939208605056,0.013727754153152583,-0.0027568089375135663,0.1812202733694307,0.01487246813345533,-0.018075671063831178,0.34709802859472105,0.0203671505480309,-0.01143002040669111,0.5373605886756304,0.029734243223024204,0.03801806307233095,0.029060520047761607,0.009874617872798669,-0.003049243994093726,0.15333118624992004,0.027930737140514583,-0.010095414827221927,0.13749066104694518,0.02961188084807459,0.0026496723275589162,0.14051021290817042,0.028466040917682234,0.023487809696041584,0.059987958336624736,0.007210497563955087,-0.004352282162358639,0.07478170530893669,0.03276026375083119,-0.009422921555015201,0.05269381468447412,0.04550762827177224,0.004975790397111544,0.0385736395316839,0.05421930518780488,neutral
0.0,0.0,0.0,-0.2839718540140952,-0.16297749658996102,-0.15006214433538004,-0.5221965475548391,-0.48794017464934303,-0.25053018169450003,-0.6690148797951533,-0.7666885287807271,-0.3435009623147668,-0.8260945192143146,-0.9898414998209255,-0.42897025110210046,-0.32755194942446797,-0.8897782804449509,-0.16514195016452984,-0.40607938962827694,-1.0612859080645307,-0.37519355586377257,-0.5201268896556959,-1.0888293310771027,-0.5245635322871561,-0.6537304252612155,-1.0952041249965796,-0.6040949748422829,-0.11840964692959566,-0.9776656043415486,-0.17363502412095058,-0.23325367042048148,-1.111914177353066,-0.3918101510960945,-0.3912337559962982,-1.0818192730456584,-0.49353658150572854,-0.5356380846111359,-1.041553138752716,-0.5210149713909408,0.08506577391005898,-0.9540005501766551,-0.2024533326177127,-0.08596622006671445,-0.756009250393852,-0.42445470420570697,-0.1620711864568874,-0.34623229785745663,-0.42796987301398554,-0.20186022111291885,-0.059976099252019896,-0.36992021218150706,0.2588473212740148,-0.8203171993365549,-0.24793797834120498,0.08397963516682842,-0.5315746747298177,-0.41060158930456053,-0.005176588071365853,-0.23405801251917263,-0.4098178118453914,-0.03787216592022801,-0.03633775875747577,-0.36404784701930293,0.0,0.0,0.0,0.0012119880724029697,-0.01358422055846542,-0.0036878479603963954,0.014756875250867885,-0.03945911986443523,-0.0009362448755152186,0.024293727182405078,-0.0648643713031587,0.00263625513761484,0.014185083394922415,-0.059122795195377886,0.008030700286729364,-0.00208257539153639,0.011893612881804572,0.0019930122771399106,0.059040564962411723,-0.09265711687003053,0.01044677068437827,0.04168514784708899,-0.13513686869655206,0.027549648910054514,0.004716077967913734,-0.18353885089667488,0.040162153725665006,-0.01324851159721882,-0.00026417543809953425,0.009743225388367471,0.016595674382945375,-0.11469681680493315,0.028666882151502704,0.025777533204787095,-0.1839777432722648,0.044249041932250766,0.027506560901285226,-0.265761992474284,0.05201219528847678,-0.018827783335781306,-0.023985718656576616,0.016047856335473037,-0.01813967333098708,-0.07673127050334005,0.026137079932728513,-0.002915672280462661,-0.0940442344206831,0.0200876815435454,0.008490352730800538,-0.11535969246363562,0.014088638264833586,-0.020619952546619802,-0.042769908191820916,0.022163338469309485,-0.0217226299919646,-0.05538413385224844,0.026333489804652666,-0.00847357147826646,-0.06887257345262085,0.012968794500069936,-0.0007805129430343838,-0.0813185859287594,0.0008721518098618319,neutral
0.0,0.0,0.0,-0.2722547129214409,-0.13882383526020353,-0.13988139038353545,-0.5222559488805938,-0.42821747703586754,-0.23743589205227877,-0.6994356812329807,-0.6763178831901909,-0.3341192117748006,-0.8633767547497921,-0.8871066815578139,-0.4266434514408465,-0.3687988701842792,-0.8705841100455376,-0.16072869644508936,-0.5650102423284262,-0.994768951005298,-0.361092816352082,-0.7103887097826813,-1.079696869746489,-0.5061060193497141,-0.8679356678775345,-1.1640576517786934,-0.5955065882536659,-0.16138684403801368,-0.9695307754546473,-0.18429422676188212,-0.41319621940040796,-1.0781339877927052,-0.4161138725633642,-0.616740620140264,-1.1175959114104073,-0.545095610948375,-0.7977768144565334,-1.1597380760930076,-0.5996461534286032,0.03547775863703316,-0.9187147850716144,-0.2217045506719892,-0.23980901293197604,-0.6631595673121964,-0.4460929591835615,-0.30038252865590603,-0.2153089777326579,-0.43320865507668493,-0.3233562168042559,0.054554390485038635,-0.3680324604560146,0.20068622116679954,-0.7630815116548038,-0.2758301423352652,-0.05022026849545419,-0.463825475835716,-0.4419853197628209,-0.10978027895238489,-0.15615761692944388,-0.42144720723065193,-0.1189850447451255,0.02622427964053824,-0.36258114849838435,0.0,0.0,0.0,0.008450590880420383,0.03235642170340866,-0.013385305308020512,0.010116727324620434,0.05849193650126572,-0.022442090269699178,0.002829283179472508,0.06264789669289594,-0.03129226802034224,0.00845502737012227,0.055273688572744395,-0.04216602154801363,-0.007223505499681482,0.005188929347769156,-0.024569036118406967,-0.06560267591853186,0.025326155315493204,-0.0447305234698358,-0.0979907052895741,0.027742758711908566,-0.06360183709405515,-0.12682592354196642,0.038156832975091204,-0.07664048421333958,0.00167039804004665,0.00457973854433813,-0.027702265529738507,-0.060096338417406636,0.02651139774902389,-0.05407713672869352,-0.09508975380356133,0.04058995106323948,-0.07430249352830232,-0.1232253732409474,0.06407522730787218,-0.0860438514825862,8.180657466953789e-05,0.019131855532266262,-0.03024094095261723,-0.03810740787977354,0.0198232990029803,-0.05174300694771905,-0.05336217932724502,0.07413549884746462,-0.045012952470422085,-0.06404616765751697,0.09610794626228494,-0.03803709447912612,-0.011923034924780085,0.025160667528504543,-0.03418204577621514,-0.03896478638761209,0.05039571887857497,-0.0628199328208166,-0.05537983111214819,0.08676958889259509,-0.0588004833638911,-0.06779888724518936,0.1011921441929506,-0.04995975805324859,neutral
0.0,0.0,0.0,-0.2821917036908375,-0.16860916804869058,-0.13380850860087806,-0.513692175413637,-0.49344625440801754,-0.2168486879870541,-0.6521704391380043,-0.7666855750229356,-0.2947206272424106,-0.801134502141489,-0.9767896613274332,-0.3658863042834964,-0.34985284891033913,-0.8701221408740191,-0.15416850056657666,-0.4274903709851045,-1.0398322148683843,-0.32761487870174877,-0.4999924773682374,-1.1244227255027066,-0.44305720442864227,-0.5816033656257692,-1.2276174524709564,-0.509977386204731,-0.1355710481987245,-0.976492310525386,-0.16758060262181987,-0.25974557983500557,-1.1074460542784692,-0.34942171040098785,-0.36691254665722606,-1.1702306785252203,-0.43336401881342346,-0.45884961731312257,-1.2596230506235542,-0.46236549693792556,0.07893762731315335,-0.954609672875598,-0.19766936012487082,-0.07570088016273102,-0.7045408664362177,-0.40147049037599114,-0.1361223056921301,-0.3135924632801803,-0.3990473548763001,-0.16074127869885207,-0.06955015951389207,-0.3421230595792567,0.26675585025902626,-0.818233138683882,-0.24290513811920286,0.1083193620842669,-0.5216089796140287,-0.3883477140301262,0.05208176531830396,-0.2560415671385091,-0.3831976962901789,0.043571224938499915,-0.09755809496256052,-0.3408001461827571,0.0,0.0,0.0,-0.006108589857072466,0.0016649255926318995,-0.001171470770194083,0.003914655268956069,0.011483903462595257,-0.0005223998369206784,0.01774081016291973,0.004109723634002194,0.0021050968097097167,0.026689529399197554,0.007846350202028729,0.004586596204150306,-0.008180816267386148,0.008350315766734395,-0.017955984850376333,0.042062688706955176,-0.0005906179939043632,-0.015163642793329435,0.07399623320073911,0.0020906976773780173,-0.007883326660442891,0.1118895433796141,-0.005921174368125337,-0.0019845260390441988,0.006402156949217946,0.0016027498296998788,-0.015351624010645715,0.057374019826526124,0.009245243553580806,-0.0008546183440282795,0.10536025830925211,0.006005659728421042,0.016006554013745733,0.15731127518586507,-0.006655462642240595,0.024499012846197543,0.017242006417369872,-0.011259341941844414,-0.013238397483311681,0.08338545471601744,-0.002210925006268516,-0.011970935670485017,0.07223776822205549,-0.0014057349497017535,-0.013562485892228138,0.06474377568807599,-0.0046666890371997866,-0.015053974640618584,0.023616153072250984,-0.02363529566028033,-0.010987162105380782,0.07038250364743762,0.010344490931758044,-0.015576469129767012,0.06043390488530296,0.010923059149698933,-0.025323204339640415,0.05187760747413312,0.005973607654424895,-0.0325479820187487,neutral
0.0,0.0,0.0,-0.29011308697021687,-0.16210403251884192,-0.1265282384049054,-0.5371375093342408,-0.4650456656547053,-0.2175245783331931,-0.7009142534027328,-0.7136057573406457,-0.30647267824047963,-0.8669626466021324,-0.9194836656043489,-0.3892367890989554,-0.3594488223118444,-0.8704490937856623,-0.14670819380133457,-0.4795144048752854,-1.0326576500375215,-0.33013931931705165,-0.5869140337466623,-1.089834454747562,-0.45744885283297604,-0.7155110756739309,-1.1474439545301562,-0.527270789443821,-0.1528754164468583,-0.9744986540584937,-0.16426040388475857,-0.30738438952115704,-1.0977035986475725,-0.34958168764470626,-0.46475996745112486,-1.1338258394035114,-0.4387155038276216,-0.6143503522888706,-1.1823946999228658,-0.46873973874845815,0.053296153733417194,-0.9455167115531292,-0.1983829231263222,-0.15174158280965247,-0.6823106880325414,-0.390166469635403,-0.20553845499742832,-0.31182980047744807,-0.3926593191901918,-0.2215179769368256,-0.07402005768767217,-0.34416912107546727,0.2319597319545583,-0.7982908858311952,-0.24767596305703135,0.03914662667525787,-0.508554416121215,-0.38002016007413125,-0.015194764388331497,-0.2439759793950424,-0.37153092498022894,-0.01485597476480585,-0.07827765774590682,-0.3296513552467814,0.0,0.0,0.0,0.007943819249987827,-0.0008522974150391716,0.0028790566281869656,0.010384905835459146,-0.0004669737014910136,-0.0024138275223606342,-0.004015673210317039,0.013346073615435161,-0.01011638338097226,-0.02041973360883631,0.022117508719126655,-0.016673584445706824,0.011001301359394589,-0.011845343360157079,0.011907027752269955,-0.0346938717865965,-0.00874776305611702,0.0018143182255292989,-0.062132850297964004,0.010746244594393994,-0.009552612093006507,-0.09683760694179011,0.046589859209475115,-0.015179369586321045,-0.0089710152381762,-3.127291551940914e-06,0.007931325370718306,-0.0526397679524544,-0.010374549349749351,-0.003698680676192334,-0.09953693386390494,0.01489651400171943,-0.01083199674534091,-0.1444680467805215,0.04111491443984017,-0.012977606780699202,-0.027402209738488566,0.015708705560419256,0.0027113205121368777,-0.0840730184414958,-0.01655816747200467,0.008410771553396534,-0.08215509795961394,-0.03228016287243407,0.010876340860573597,-0.07187263724816753,-0.05233236621154889,0.008565148893205421,-0.04277597518460971,0.0294591380472633,-0.00313176384027955,-0.09070766248146542,-0.0020650273032499777,0.007592241028636426,-0.07684247547427306,-0.023532668124705503,0.011004160595473156,-0.0530935450160017,-0.05379618831554091,0.009781297871783168,neutral
0.0,0.0,0.0,-0.31999003666955034,-0.11732525720892079,-0.18309118262391835,-0.5735357367265365,-0.41103374669799003,-0.2990478920448477,-0.7119229496950388,-0.7380772394291355,-0.40133505197623526,-0.8541947386335715,-0.9879012530474632,-0.4892816551128709,-0.42335973327818055,-0.8165601304696569,-0.2369879350229882,-0.4348084918612951,-1.0388062677203351,-0.4421337892870497,-0.4300599226686128,-1.110657858068067,-0.5644133061411587,-0.41637584462060884,-1.1688774610825148,-0.6295362862687657,-0.18559972557708682,-0.9542981607850041,-0.23423868636087564,-0.21046379448144167,-1.1171999088717923,-0.4622630752220806,-0.22083035574050391,-1.1967614340278672,-0.5615920085548182,-0.21534369335879258,-1.2551006590419163,-0.5946211697340841,0.045157729040965516,-0.9691139817228527,-0.24954290016837288,0.05756108814855768,-0.6730004961737148,-0.5040141648424865,-0.010193491131979576,-0.270489604851571,-0.5028719868420385,-0.06375665934492732,0.009648829261454666,-0.43110022933233844,0.25231792021427013,-0.8653927152090114,-0.281885168071205,0.2469941473639307,-0.5598472470870578,-0.4598252891599937,0.1701425271094612,-0.2557565860921697,-0.45439631682064324,0.10375520183287713,-0.04182460200526728,-0.4014762653225731,0.0,0.0,0.0,-0.016660866263756735,0.03144711074252737,-0.026800910813808504,-0.02186874135358874,0.04754006983579273,-0.04479892571467725,-0.018583006101884347,0.03626320245414849,-0.056101090545241705,-0.005285494883023545,0.023759579214771454,-0.06147991698154587,-0.038855460734510516,0.025298800881828565,-0.06221840786520605,-0.008585835516013385,-0.005343485086403144,-0.08492394773251555,0.016785426029794104,0.020415466430771412,-0.09171015947402683,0.05098068186410054,0.041623733495740334,-0.09673851075461548,-0.046261421774214995,0.020228661748396326,-0.05850505481502455,-0.000490390732713647,0.04230332123875402,-0.09808777208853764,0.036257099932984094,0.04188883360619822,-0.11710707738515802,0.0830975923795074,0.026646407926169235,-0.12952313748711491,-0.053580405836783265,0.009336312037751648,-0.053327568023894406,0.04063542765758966,0.04417935207655799,-0.08155984005998124,0.02223985563329293,0.06149915025080854,-0.0658391359584074,0.0027605861838504026,0.05822109613341363,-0.051869479236196836,-0.054281662105377104,-0.0030648929405997505,-0.05054547556268249,0.021166918853665506,0.017349422602356057,-0.07140848399393585,0.010397739624307067,0.04590873241292609,-0.062383550525584475,-0.01237852342293981,0.05469995166989298,-0.052340445005881364,neutral
